ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
264,DG417CY+T,DG417,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
265,DG417DY+,DG417,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
266,DG417DY+T,DG417,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
267,DG417LDY+,DG417L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
268,DG417LDY+T,DG417L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
269,DG417LEUA+,DG417L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
270,DG417LEUA+T,DG417L,MV Sw,"35 Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
271,DG418CJ+,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
272,DG418CY+,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
273,DG418CY+T,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
274,DG418DJ+,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
275,DG418DY+,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
276,DG418DY+T,DG418,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
277,DG418LDJ+,DG418L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
278,DG418LDY+,DG418L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
279,DG418LEUA+,DG418L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
280,DG418LEUA+T,DG418L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
281,DG419AK,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
282,DG419AK/883B,DG419,Signal Chain,"Improved, SPST/SPDT Analog Switches",PRODUCTION
283,DG419C/D,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
284,DG419CJ+,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
285,DG419CY+,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
286,DG419CY+T,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
287,DG419DJ+,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
288,DG419DY+,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
289,DG419DY+T,DG419,MV Sw,"Improved, SPST/SPDT Analog Switches",PRODUCTION
290,DG419LDJ+,DG419L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
291,DG419LDY+,DG419L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
292,DG419LDY+T,DG419L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
293,DG419LEUA+,DG419L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
294,DG419LEUA+T,DG419L,MV Sw,"35Ohm SPST/SPDT, +3V Logic-Compatible Analog Switches",PRODUCTION
295,DG423DJ+,DG423,MV Sw,"Improved Low-Power, CMOS Analog Switches with Latches",PRODUCTION
296,DG441CJ+,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
297,DG441CY+,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
298,DG441CY+T,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
299,DG441DJ+,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
300,DG441DY+,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
301,DG441DY+T,DG441,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
302,DG441MY/PR+,DG441,Signal Chain,"Improved, Quad, SPST Analog Switches",PRODUCTION
303,DG442AK/883B,DG442,Signal Chain,"Improved, Quad, SPST Analog Switches",PRODUCTION
304,DG442CY+,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
305,DG442CY+T,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
306,DG442DJ+,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",LAST TIME BUY
307,DG442DY+,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
308,DG442DY+T,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
309,DG442ETE+,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
310,DG442ETE+T,DG442,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
311,DG444CJ+,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
312,DG444CY+,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
313,DG444CY+T,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
314,DG444DJ+,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
315,DG444DY+,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
316,DG444DY+T,DG444,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
317,DG445CJ+,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
318,DG445DJ+,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
319,DG445DY+,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
320,DG445DY+T,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
321,DG445ETE+,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
322,DG445ETE+T,DG445,MV Sw,"Improved, Quad, SPST Analog Switches",PRODUCTION
323,DG506AAZ/883B,DG506A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
324,DG506AC/W+,DG506A,Signal Chain,Monolithic CMOS Analog Multiplexer,PRODUCTION
325,DG506ACJ+,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
326,DG506ACWI+,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
327,DG506ACWI+T,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
328,DG506ADN+,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
329,DG506ADN+T,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
330,DG506AEWI+,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
331,DG506AEWI+T,DG506A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
332,DG506AMWI/PR+,DG506A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
333,DG506AMWI/PR+T,DG506A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
334,DG507AAZ/883B,DG507A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
335,DG507AC/D,DG507A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
336,DG507AC/W+,DG507A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
337,DG507ACJ+,DG507A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
338,DG507ACWI+,DG507A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
339,DG507ACWI+T,DG507A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
340,DG507AMWI/PR+,DG507A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
341,DG507AMWI/PR+T,DG507A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
342,DG507C/W+,DG507A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
343,DG508AAK,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
344,DG508AAK/883B,DG508A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
345,DG508AAZ/883B,DG508A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
346,DG508ABK,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
347,DG508AC/D,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
348,DG508ACJ+,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
349,DG508ACWE+,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
350,DG508ACWE+T,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
351,DG508ADJ+,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
352,DG508ADY+,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
353,DG508ADY+T,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
354,DG508AEWE+,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
355,DG508AEWE+T,DG508A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
356,DG508AMY/PR+,DG508A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
357,DG508AMY/PR+T,DG508A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
358,DG509AAK,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
359,DG509AAK/883B,DG509A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
360,DG509AAZ/883B,DG509A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
361,DG509ACJ+,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
362,DG509ACWE+,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
363,DG509ACWE+T,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
364,DG509ADJ+,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
365,DG509ADY+,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
366,DG509ADY+T,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
367,DG509AEWE+,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
368,DG509AEWE+T,DG509A,MV Sw,Monolithic CMOS Analog Multiplexers,PRODUCTION
369,DG509AMY/PR+,DG509A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
370,DG509AMY/PR+T,DG509A,Signal Chain,Monolithic CMOS Analog Multiplexers,PRODUCTION
371,DG509C/W+,DG509,Signal Chain,Monolithic CMOS Analog Multiplexer,PRODUCTION
372,DG528CJ+,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
373,DG528CWN+,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
374,DG528CWN+T,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
375,DG528DJ+,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
376,DG528DN+,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
377,DG528DN+T,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
378,DG528EWN+,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
379,DG528EWN+T,DG528,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
380,DG529CJ+,DG529,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
381,DG529CWN+,DG529,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
382,DG529CWN+T,DG529,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
383,DG529EWN+,DG529,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
384,DG529EWN+T,DG529,MV Sw,"8-Channel, Latchable Multiplexer",PRODUCTION
385,DS1023S-100+,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
386,DS1023S-100+T,DS1023,Timing & Datacom,PROG 8BIT DELAY 1.0NS STEPS 16SO LF,PRODUCTION
387,DS1023S-200+,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
388,DS1023S-200+T&R,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
389,DS1023S-25+,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
390,DS1023S-25+T,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
391,DS1023S-50+,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
392,DS1023S-50+T,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
393,DS1023S-500+,DS1023,Timing & Datacom,8-Bit Programmable Timing Element,PRODUCTION
394,DS1023S-500+T&R,DS1023,Timing & Datacom,PROG 8BT DLAY 5.00NS STPS SO T&R LF,PRODUCTION
395,DS1050U-001+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
396,DS1050U-001+T,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
397,DS1050U-010+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
398,DS1050U-025+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
399,DS1050U-025+T,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
400,DS1050Z-001+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
401,DS1050Z-001+T&R,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
402,DS1050Z-005+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
403,DS1050Z-005+T&R,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
404,DS1050Z-010+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
405,DS1050Z-010+T&R,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
406,DS1050Z-025+,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
407,DS1050Z-025+T&R,DS1050,Timing & Datacom,"5 Bit Programmable, Pulse-Width Modulator: 1kHz, 5kHz, 10kHz, and 25kHz",PRODUCTION
408,DS1070K,DS1070K,Timing & Datacom,"Eval/Oscillator Programming Kit for DS1077(L), DS1085(L), DS1086(L), &DS1087L",PRODUCTION
409,DS1077LU-40+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
410,DS1077LU-40+T,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
411,DS1077LU-50+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
412,DS1077LU-60+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
413,DS1077LZ-40+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
414,DS1077LZ-40+T&R,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
415,DS1077LZ-50+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
416,DS1077LZ-60+,DS1077L,Timing & Datacom,3V EconOscillator/Divider,PRODUCTION
417,DS1077U-100+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
418,DS1077U-100+T&R,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
419,DS1077U-120+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
420,DS1077U-66+,DS1077,Timing & Datacom,ECONO-OSC 8P USOP 2WIRE 66MHZ LF,PRODUCTION
421,DS1077Z-100+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
422,DS1077Z-100+T&R,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
423,DS1077Z-120+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
424,DS1077Z-120+T&R,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
425,DS1077Z-125+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
426,DS1077Z-133+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
427,DS1077Z-203+,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
428,DS1077Z-203+T&R,DS1077,Timing & Datacom,EconOscillator™/Divider,PRODUCTION
429,DS1080LU+,DS1080L,Timing & Datacom,Spread-Spectrum Crystal Multiplier,PRODUCTION
430,DS1080LU+T,DS1080L,Timing & Datacom,Spread-Spectrum Crystal Multiplier,PRODUCTION
431,DS1080LU/V+,DS1080L,Core Automotive,Spread-Spectrum Crystal Multiplier u-SOP & AEC-Q100,PRODUCTION
432,DS1080LU/V+T,DS1080L,Core Automotive,Spread-Spectrum Crystal Multiplier u-SOP/T&R & AEC-Q100,PRODUCTION
433,DS1085LZ-25+,DS1085L,Timing & Datacom,3.3V EconOscillator Frequency Synthesizer,PRODUCTION
434,DS1085LZ-5+,DS1085L,Timing & Datacom,3.3V EconOscillator Frequency Synthesizer,PRODUCTION
435,DS1085LZ-5+T,DS1085L,Timing & Datacom,3.3V EconOscillator Frequency Synthesizer,PRODUCTION
436,DS1085LZ-5B2+,DS1085L,Timing & Datacom,3.3V EconOscillator Frequency Synthesizer,PRODUCTION
437,DS1085Z-10+,DS1085,Timing & Datacom,EconOscillator Frequency Synthesizer,LAST TIME BUY
438,DS1085Z-25+,DS1085,Timing & Datacom,EconOscillator Frequency Synthesizer,PRODUCTION
439,DS1085Z-50+,DS1085,Timing & Datacom,EconOscillator Frequency Synthesizer,PRODUCTION
440,DS1086HU-C01+T,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
441,DS1086HU-C02+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
442,DS1086LPMB1#,DS1086LPMB1,Timing & Datacom,"Peripheral Module for DS1086, Low-EMI 3V All-Silicon Clock Oscillator",PRODUCTION
443,DS1086LU+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
444,DS1086LU+T,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
445,DS1086LU-12F+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,LAST TIME BUY
446,DS1086LU-21D+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
447,DS1086LU-222+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
448,DS1086LU-222+T,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
449,DS1086LU-440+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,LAST TIME BUY
450,DS1086LU-440+T,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
451,DS1086LU-455+T,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
452,DS1086LU-527+,DS1086L,Timing & Datacom,Si Osc 27.067MHz Spread 0.5%-8192Hz 8-uSOP,PRODUCTION
453,DS1086LU-527+T,DS1086L,Timing & Datacom,Si Osc 27.067MHz Spread 0.5%-8192Hz 8-uSOP T&R,PRODUCTION
454,DS1086LU-533+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
455,DS1086LU-533+T,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
456,DS1086LU-8CL+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
457,DS1086LU-A12+,DS1086L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
458,DS1086U+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
459,DS1086U+T,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
460,DS1086U-266+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
461,DS1086Z+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
462,DS1086Z+T&R,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
463,DS1086Z-11D+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
464,DS1086Z-42M+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,LAST TIME BUY
465,DS1086Z-450+,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
466,DS1086Z-450+T,DS1086,Timing & Datacom,Spread-Spectrum EconOscillator,PRODUCTION
467,DS1087LU-13C+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
468,DS1087LU-210+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
469,DS1087LU-21H+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
470,DS1087LU-21H+T&R,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
471,DS1087LU-23C+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
472,DS1087LU-23C+T,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
473,DS1087LU-266+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
474,DS1087LU-266+T&R,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
475,DS1087LU-26A+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
476,DS1087LU-26A+T,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
477,DS1087LU-2CL+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
478,DS1087LU-2CL+T,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
479,DS1087LU-40K+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
480,DS1087LU-447+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
481,DS1087LU-447+T,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
482,DS1087LU-450+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
483,DS1087LU-466+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
484,DS1087LU-466+T&R,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
485,DS1087LU-4CL+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
486,DS1087LU-66+,DS1087L,Timing & Datacom,3.3V Spread-Spectrum EconOscillator,PRODUCTION
487,DS1088CX-133+,DS1088C,Optical,133MHZ 1088L+/-10% -20C-85C WL,PRODUCTION
488,DS1088CX-133+T,DS1088C,Optical,Fixed-Frequency EconOscillator™,PRODUCTION
489,DS1088LU-02+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
490,DS1088LU-02+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
491,DS1088LU-02A+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
492,DS1088LU-02A+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
493,DS1088LU-10+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
494,DS1088LU-100+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
495,DS1088LU-100+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
496,DS1088LU-16+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,LAST TIME BUY
497,DS1088LU-16+T,DS1088,Timing & Datacom,3V FIX FREQ OSC 16.6MHZ USOP T&R LF,PRODUCTION
498,DS1088LU-24+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
499,DS1088LU-27+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
500,DS1088LU-333+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
501,DS1088LU-50+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
502,DS1088LU-50+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
503,DS1088LU-66+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
504,DS1088LU-66+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
505,DS1088LU-737+,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
506,DS1088LU-737+T,DS1088,Timing & Datacom,Low-Cost Fixed-Frequency EconOscillator™,PRODUCTION
507,DS1088LU-829+,DS1088,Timing & Datacom,Fixed-Frequency EconOscillator,PRODUCTION
508,DS1088LU-829+T,DS1088,Timing & Datacom,Fixed-Frequency EconOscillator,PRODUCTION
509,DS1089LU-21G+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
510,DS1089LU-22F+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
511,DS1089LU-23C+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
512,DS1089LU-450+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
513,DS1089LU-4CL+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
514,DS1089LU-A29+,DS1089L,Timing & Datacom,3.3V Center Spread-Spectrum EconOscillator™,PRODUCTION
515,DS1090U-1+,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
516,DS1090U-1+T,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
517,DS1090U-16+,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
518,DS1090U-16+T,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
519,DS1090U-2+,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
520,DS1090U-2+T,DS1090,Timing & Datacom,"Low-Frequency, Spread-Spectrum EconOscillator",PRODUCTION
521,DS1090U-2/V+,DS1090,Core Automotive,AEC-Q100 QUALIFIED DS1090U-2+,MATURE
